date,pnl
2023-06-08,0
2023-06-09,0
2023-06-10,0
2023-06-11,0
2023-06-12,0
2023-06-13,0
2023-06-14,0
2023-06-15,0
2023-06-16,0
2023-06-17,0
2023-06-18,-0.012
2023-06-19,-0.018139277127863385
2023-06-20,0.009847639891867665
2023-06-21,0.032404983430620156
2023-06-22,0.0555906779557427
2023-06-23,0.012486759686132174
2023-06-24,0.033020505001002884
2023-06-25,0.002245826303075595
2023-06-26,0.018524834278189732
2023-06-27,-0.022556535896918528
2023-06-28,-0.0031082694383637315
2023-06-29,-0.04003086108479456
2023-06-30,0.07225338734075633
2023-07-01,0.11563060764171579
2023-07-02,0.0876532324053399
2023-07-03,0.12546857254095867
2023-07-04,0.10253164144766529
2023-07-05,0.09564065401985461
2023-07-06,0.07557792564264358
2023-07-07,0.12151411363223236
2023-07-08,0.19577385987747106
2023-07-09,0.20927824641664347
2023-07-10,0.1693209767490508
2023-07-11,0.1581178513016575
2023-07-12,0.1905261227890316
2023-07-13,0.17804049732107624
2023-07-14,0.3771236893265004
2023-07-15,0.39839927867685004
2023-07-16,0.4152641018354218
2023-07-17,0.400128132177993
2023-07-18,0.3603658019954029
2023-07-19,0.2816418546260562
2023-07-20,0.3123749266507627
2023-07-21,0.2612035720278125
2023-07-22,0.273990384372973
2023-07-23,0.21706573604162
2023-07-24,0.2329923620809551
2023-07-25,0.16509489376483735
2023-07-26,0.15730960606836278
2023-07-27,0.24348666467884825
2023-07-28,0.2326738834718661
2023-07-29,0.21238434868204467
2023-07-30,0.2220238973707892
2023-07-31,0.177975550509133
2023-08-01,0.15296041218295545
2023-08-02,0.16124219871155382
2023-08-03,0.12246680979197115
2023-08-04,0.09891125690076868
2023-08-05,0.10653499373670959
2023-08-06,0.09747152080679015
2023-08-07,0.12371720241513613
2023-08-08,0.1184059160837954
2023-08-09,0.16954814655048178
2023-08-10,0.1730857046744821
2023-08-11,0.17916080122879902
2023-08-12,0.1722899488593935
2023-08-13,0.18221214689364634
2023-08-14,0.14608545540858464
2023-08-15,0.18534765027434974
2023-08-16,0.12478049094739371
2023-08-17,0.07577413533628961
2023-08-18,0.01866734574594606
2023-08-19,0.0035853252660333953
2023-08-20,0.02968339015118933
2023-08-21,0.02345599352590511
2023-08-22,-0.002513229646073121
2023-08-23,-0.03337650707958533
2023-08-24,0.019126879254335722
2023-08-25,-0.011627548048446023
2023-08-26,-0.041759231927144314
2023-08-27,-0.04742187487789643
2023-08-28,-0.023282372849536322
2023-08-29,-0.03368505786960235
2023-08-30,0.022321964527354105
2023-08-31,-0.021222318237874547
2023-09-01,-0.07397994027331098
2023-09-02,-0.09260602964761262
2023-09-03,-0.08646598542857183
2023-09-04,-0.08133893603238267
2023-09-05,-0.08535531432712985
2023-09-06,-0.047516784610456005
2023-09-07,-0.07822671192836074
2023-09-08,-0.0645262425324853
2023-09-09,-0.07843264823152028
2023-09-10,-0.08584103286823709
2023-09-11,-0.1598626201690962
2023-09-12,-0.19872189323824335
2023-09-13,-0.20136656430340413
2023-09-14,-0.19502648981466392
2023-09-15,-0.1853118092682376
2023-09-16,-0.17250728785556319
2023-09-17,-0.17771936945008376
2023-09-18,-0.1923757039040919
2023-09-19,-0.16616149078991094
2023-09-20,-0.1526062445606841
2023-09-21,-0.14369909153080979
2023-09-22,-0.16601614678712126
2023-09-23,-0.16698685114394124
2023-09-24,-0.16598478632410063
2023-09-25,-0.16956334831218262
2023-09-26,-0.16827085143988665
2023-09-27,-0.18282209594251386
2023-09-28,-0.1827360245701603
2023-09-29,-0.15764586450935467
2023-09-30,-0.14604930529987745
2023-10-01,-0.1131429879669801
2023-10-02,-0.039892268357082886
2023-10-03,-0.05327762310846608
2023-10-04,-0.04882731905672741
2023-10-05,-0.06027476051090571
2023-10-06,-0.07222429247235977
2023-10-07,-0.05047071279995817
2023-10-08,-0.054167510135064455
2023-10-09,-0.055518287136739
2023-10-10,-0.08993447062764465
2023-10-11,-0.09006652415468411
2023-10-12,-0.09448632966160825
2023-10-13,-0.11552626633469174
2023-10-14,-0.09855492775684503
2023-10-15,-0.09316761071016377
2023-10-16,-0.09583973875363526
2023-10-17,-0.03314375012336647
2023-10-18,-0.033233837892972636
2023-10-19,-0.049218595971323754
2023-10-20,-0.0031245718250641247
2023-10-21,0.06038092622611039
2023-10-22,0.13937108572610296
2023-10-23,0.12779157481625253
2023-10-24,0.24860605673772243
2023-10-25,0.2150371506790235
2023-10-26,0.31597697325329643
2023-10-27,0.36055953811954844
2023-10-28,0.36241340403474176
2023-10-29,0.38291350651227585
2023-10-30,0.43910837426179433
2023-10-31,0.5106282614323625
2023-11-01,0.6204007469117375
2023-11-02,0.7042045861947134
2023-11-03,0.7078963546105551
2023-11-04,0.7183787797799835
2023-11-05,0.7666856877077509
2023-11-06,0.7687181625413626
2023-11-07,0.78743824073107
2023-11-08,0.8041499726854092
2023-11-09,0.8120944841817065
2023-11-10,0.832442235162108
2023-11-11,0.9035289074204158
2023-11-12,0.9008141626103905
2023-11-13,0.89724313209833
2023-11-14,0.8807832245569447
2023-11-15,0.8991233575608929
2023-11-16,0.9286105689100742
2023-11-17,0.9008845150674686
2023-11-18,0.9007374895475793
2023-11-19,0.900960884419556
2023-11-20,0.9084336373799666
2023-11-21,0.8942763996515106
2023-11-22,0.8833695123230002
2023-11-23,0.8965558917168517
2023-11-24,0.8939167662201334
2023-11-25,0.8941706556410992
2023-11-26,0.8978115540545116
2023-11-27,0.895171086692077
2023-11-28,0.8901911301650751
2023-11-29,0.8956277925608633
2023-11-30,0.8969208805091399
2023-12-01,0.8966830610946389
2023-12-02,0.8974154934930956
2023-12-03,0.9028575780235734
2023-12-04,0.9015946377481435
2023-12-05,0.8990447627581731
2023-12-06,0.8977986756098706
2023-12-07,0.8993284371564798
2023-12-08,0.9062568964626588
2023-12-09,0.9149791227936227
2023-12-10,0.911213613105371
2023-12-11,0.9130533742299085
2023-12-12,0.9073823802105101
2023-12-13,0.9049551720284518
2023-12-14,0.9070485406707963
2023-12-15,0.9120410935837483
2023-12-16,0.9081988940379853
2023-12-17,0.9085569820995429
2023-12-18,0.9057281482621667
2023-12-19,0.9086284165343794
2023-12-20,0.9064792882180973
2023-12-21,0.9152906672277322
2023-12-22,0.9259773007660416
2023-12-23,0.9290727969676869
2023-12-24,0.9369941719807398
2023-12-25,0.9403581488150944
2023-12-26,0.9472744158757488
2023-12-27,0.9383190522565059
2023-12-28,0.932880871535866
2023-12-29,0.9281560084957333
2023-12-30,0.9307190532122201
2023-12-31,0.9265626085526306
2024-01-01,0.9253935168582622
2024-01-02,0.9310653512210497
2024-01-03,0.9282388266478537
2024-01-04,0.9215505159560726
2024-01-05,0.9256179176707812
2024-01-06,0.9213608492989314
2024-01-07,0.916465175129862
2024-01-08,0.9126826090060605
2024-01-09,0.9183857952667476
2024-01-10,0.9186884227104378
2024-01-11,0.9207163744083166
2024-01-12,0.9186349724666352
2024-01-13,0.9126377505077989
2024-01-14,0.9149703353253027
2024-01-15,0.9136352598458307
2024-01-16,0.9134646675923799
2024-01-17,0.9150884950062846
2024-01-18,0.9171505002945624
2024-01-19,0.9124041353630918
2024-01-20,0.9115216100273197
2024-01-21,0.9107908137408182
2024-01-22,0.9096752897348088
2024-01-23,0.9049644749708635
2024-01-24,0.9051338379128955
2024-01-25,0.907665047299377
2024-01-26,0.9063272471587717
2024-01-27,0.9090618585121093
2024-01-28,0.9097435755307528
2024-01-29,0.9105076310133663
2024-01-30,0.9131399177429649
2024-01-31,0.9128952136764145
2024-02-01,0.9102585145302375
2024-02-02,0.9104538394325189
2024-02-03,0.9115653765109375
2024-02-04,0.9099603536972084
2024-02-05,0.9085893663017321
2024-02-06,0.9084691190341287
2024-02-07,0.9088640380812948
2024-02-08,0.9105432680279223
2024-02-09,0.911284547466771
2024-02-10,0.9129941668581505
2024-02-11,0.913656923858224
2024-02-12,0.912679912880537
2024-02-13,0.9145462098997055
2024-02-14,0.9145433394166593
2024-02-15,0.9162501426998128
2024-02-16,0.9144825829953244
2024-02-17,0.9128709460935925
2024-02-18,0.9119536211191693
2024-02-19,0.9131507745136916
2024-02-20,0.9125195477362673
2024-02-21,0.9111469161806267
2024-02-22,0.9095858492351854
2024-02-23,0.9080195843414796
2024-02-24,0.9070383295357373
2024-02-25,0.9085467849104409
2024-02-26,0.9080643146172377
2024-02-27,0.9104661660803287
2024-02-28,0.9096097683941783
2024-02-29,0.9130825895186302
2024-03-01,0.9161046714278567
2024-03-02,0.9175666575428681
2024-03-03,0.9172589125797093
2024-03-04,0.9171816153303894
2024-03-05,0.9180884486232217
2024-03-06,0.9152396233851707
2024-03-07,0.9166168121010616
2024-03-08,0.9213622845213886
2024-03-09,0.9214987705332461
2024-03-10,0.9211010606332427
2024-03-11,0.9206426018580885
2024-03-12,0.9220184945544988
2024-03-13,0.9224483990856799
2024-03-14,0.9267428573780967
2024-03-15,0.9308680951622115
2024-03-16,0.9332282800479171
2024-03-17,0.9318152025685466
2024-03-18,0.9389390306356363
2024-03-19,0.9364665069261229
2024-03-20,0.9270781633143386
2024-03-21,0.9341251147964085
2024-03-22,0.929836817271565
2024-03-23,0.92752356499263
2024-03-24,0.9272449443361732
2024-03-25,0.9304168779257043
2024-03-26,0.9317336542788298
2024-03-27,0.9321525192737146
2024-03-28,0.9302224626928942
2024-03-29,0.931025536716581
2024-03-30,0.9315078066107453
2024-03-31,0.9319840805349564
2024-04-01,0.9342818362037084
2024-04-02,0.9308599205381256
2024-04-03,0.9271162901535912
2024-04-04,0.928101475593078
2024-04-05,0.9273296919940426
2024-04-06,0.9244727653793479
2024-04-07,0.9253726453168615
2024-04-08,0.9253197546797687
2024-04-09,0.9253968710530581
2024-04-10,0.9227872729495112
2024-04-11,0.9227377687613123
2024-04-12,0.9223988905965466
2024-04-13,0.9167378830698384
2024-04-14,0.9126743165227896
2024-04-15,0.9157560341019955
2024-04-16,0.9118760124413837
2024-04-17,0.9111710505045675
2024-04-18,0.9099475207275902
2024-04-19,0.9124821768819519
2024-04-20,0.9126446716354529
2024-04-21,0.9144948978074191
2024-04-22,0.9138558230995331
2024-04-23,0.9159428690614551
2024-04-24,0.915161903343861
2024-04-25,0.9131433909239951
2024-04-26,0.9122650351347934
2024-04-27,0.9106091391094306
2024-04-28,0.9110935891761573
2024-04-29,0.9099515305813992
2024-04-30,0.9098169190345811
2024-05-01,0.9069408096910835
2024-05-02,0.9088241814958452
2024-05-03,0.909520201821646
2024-05-04,0.91083871445141
2024-05-05,0.9113639277896215
2024-05-06,0.9111305163027554
2024-05-07,0.9127538835187152
2024-05-08,0.911507227813728
2024-05-09,0.9099753420351374
2024-05-10,0.9123787547483786
2024-05-11,0.910675730223823
2024-05-12,0.9103123837638345
2024-05-13,0.9097781743469475
2024-05-14,0.9105251601640438
2024-05-15,0.9091925211385437
2024-05-16,0.9128940710188963
2024-05-17,0.9130366129402591
2024-05-18,0.9153612759494488
2024-05-19,0.9159184291730966
2024-05-20,0.9152195712236527
2024-05-21,0.9188752649140826
2024-05-22,0.9168303463538245
2024-05-23,0.9163862426625686
2024-05-24,0.9160615982065028
2024-05-25,0.9140269532943539
2024-05-26,0.9140372835389307
2024-05-27,0.9127762676768127
2024-05-28,0.9141114587292343
2024-05-29,0.913747437973956
2024-05-30,0.9134870610000493
2024-05-31,0.9131167855011441
2024-06-01,0.9127544501896937
2024-06-02,0.9126487123832705
2024-06-03,0.9119100873959602
2024-06-04,0.9121677040424367
2024-06-05,0.9135558314420664
2024-06-06,0.9138115065763779
