date,price,7-days moving avg
2023-06-08,18.64940911323256,N/A
2023-06-09,18.91886786249937,N/A
2023-06-10,17.319852048307002,N/A
2023-06-11,15.712291030595962,N/A
2023-06-12,15.552165715300829,N/A
2023-06-13,15.219121441698295,N/A
2023-06-14,14.996084137168715,N/A
2023-06-15,14.511891316589251,16.623970192686105
2023-06-16,14.741774826096673,16.032896221737058
2023-06-17,15.305652843805758,15.436168645108102
2023-06-18,15.626354272653252,15.148425901607926
2023-06-19,15.434485233897272,15.136149221901826
2023-06-20,16.038762253116875,15.119337724558461
2023-06-21,16.625143403026637,15.236429269046832
2023-06-22,17.263202092310653,15.469152021312246
2023-06-23,16.645392580230443,15.862196417843874
2023-06-24,17.100927585909893,16.13414181129156
2023-06-25,16.63062758389679,16.39060963159215
2023-06-26,16.96011970924781,16.53407724748408
2023-06-27,16.284012804480415,16.752025029677014
2023-06-28,16.60408750457774,16.78706082272895
2023-06-29,15.996424735598712,16.78405283723625
2023-06-30,17.998439800632905,16.603084643420257
2023-07-01,18.93035984897103,16.79637710347775
2023-07-02,18.612769704794168,17.05772456962934
2023-07-03,19.44673332510388,17.34088772975754
2023-07-04,19.20521438307814,17.69611824630841
2023-07-05,19.218958872995298,18.113432757536653
2023-07-06,18.972151107472232,18.486985810167734
2023-07-07,19.919047781939852,18.912089577578232
2023-07-08,21.43877643006556,19.18646214633637
2023-07-09,21.896701111607186,19.54480737220702
2023-07-10,21.351397376477994,20.013940430323167
2023-07-11,21.302647128052204,20.286035294805178
2023-07-12,22.068233989934726,20.585668544087188
2023-07-13,21.997627799970363,20.992707846507106
2023-07-14,25.990368470421153,21.424918802578272
2023-07-15,26.708371434451514,22.292250329504167
2023-07-16,27.351375942539022,23.045049615845016
2023-07-17,27.365079998210923,23.82428887740671
2023-07-18,26.861798043195297,24.68338639479713
2023-07-19,25.526176388954614,25.477550811246143
2023-07-20,26.353311684653363,25.9715425825347
2023-07-21,25.3350693194684,26.593783137489414
2023-07-22,25.58950999514426,26.50016897306759
2023-07-23,24.45678468463933,26.340331624595127
2023-07-24,24.773703505475776,25.92681858775231
2023-07-25,23.422633571179617,25.55662194593301
2023-07-26,23.267716629540782,25.06531273564505
2023-07-27,25.1519878372353,24.74267562715736
2023-07-28,25.093488053679394,24.571057934669067
2023-07-29,24.825803970620775,24.53654632527064
2023-07-30,25.16504796989767,24.427445464624423
2023-07-31,24.266784359176683,24.528625933947044
2023-08-01,23.75665877952372,24.456208913047174
2023-08-02,23.92554655853081,24.503926799953472
2023-08-03,23.134812664080517,24.59790250409491
2023-08-04,22.654451935469393,24.309734622215654
2023-08-05,22.809920321126338,23.961300891042793
2023-08-06,22.62509186558245,23.673317512543594
2023-08-07,23.16031151415157,23.31046664049856
2023-08-08,23.05200017950495,23.152399091209254
2023-08-09,24.203816824917432,23.051733576920864
2023-08-10,24.384610250755937,23.09148647211895
2023-08-11,24.61887321060917,23.27002898450115
2023-08-12,24.57980986376842,23.550660595235403
2023-08-13,24.891819066984105,23.803501958469987
2023-08-14,24.223294007901522,24.1273201300988
2023-08-15,25.14772487652887,24.279174772063076
2023-08-16,23.875641318375827,24.578564014495065
2023-08-17,22.846367700285874,24.53168179927484
2023-08-18,21.646961802699884,24.3119328634934
2023-08-19,21.330196240480664,23.88737409093493
2023-08-20,21.878330239316607,23.423143573322395
2023-08-21,21.747537100837746,22.992645169369894
2023-08-22,21.20210914644501,22.638965611217923
2023-08-23,20.55389205635584,22.075306221205942
2023-08-24,21.672558527450196,21.600770612345944
2023-08-25,21.02615201908747,21.433083587655137
2023-08-26,20.392834533596297,21.344396475710504
2023-08-27,20.27381527104058,21.21048766044131
2023-08-28,20.781187138711672,20.981271236401877
2023-08-29,20.562540137575354,20.843221241812437
2023-08-30,21.756889820182593,20.751854240545345
2023-08-31,20.840938892992455,20.923711063949167
2023-09-01,19.73118602186944,20.804908259026632
2023-09-02,19.339387541129707,20.619913116566913
2023-09-03,19.46854293968664,20.469420689071686
2023-09-04,19.57639006334943,20.35438178459255
2023-09-05,19.491905828235154,20.182267916683656
2023-09-06,20.270462383722805,20.02932015820649
2023-09-07,19.625034431663497,19.816973381569376
2023-09-08,19.887886504760793,19.64327274423667
2023-09-09,19.59598499714458,19.66565852750686
2023-09-10,19.440479779530477,19.702315306937557
2023-09-11,18.241559982955604,19.698306284058106
2023-09-12,17.705129864271623,19.507616272573273
2023-09-13,17.94444618355289,19.25236256343563
2023-09-14,18.403573351427394,18.920074534839923
2023-09-15,18.829900592345915,18.745580094806197
2023-09-16,19.17312182700796,18.594439250175498
2023-09-17,19.126902793634855,18.53403022587027
2023-09-18,18.803112818374224,18.489233513599462
2023-09-19,19.64014703071697,18.569455347230694
2023-09-20,20.04209873431388,18.8458863710086
2023-09-21,20.287247895504184,19.145551021117313
2023-09-22,19.470117691401224,19.414647384556854
2023-09-23,19.437726515592722,19.506106970136184
2023-09-24,19.47116415036064,19.54390763993401
2023-09-25,19.351752066049695,19.59308783375198
2023-09-26,19.394881050820743,19.671464869134187
2023-09-27,19.01708701773738,19.636426872006155
2023-09-28,19.12786529422154,19.489996626780943
2023-09-29,19.94620329719107,19.324370540883418
2023-09-30,20.294161364007895,19.392382770281973
2023-10-01,21.387052432956956,19.514730605769852
2023-10-02,23.88149631052896,19.78842893185504
2023-10-03,23.40994675528492,20.435535252494933
2023-10-04,23.546636568867523,21.009116067418386
2023-10-05,23.14279023721254,21.656194574722694
2023-10-06,22.719916973389385,22.229755280864264
2023-10-07,23.43163795467068,22.62600009174974
2023-10-08,23.293820293560618,23.074211033272995
2023-10-09,23.24916669447795,23.346606441930664
2023-10-10,22.11144636191878,23.25627363963766
2023-10-11,22.10708097425926,23.070773583442495
2023-10-12,21.96097231022005,22.865122784212748
2023-10-13,21.26544011226295,22.69629165178525
2023-10-14,21.826473760164795,22.4885092430529
2023-10-15,22.00456614346382,22.259200072409204
2023-10-16,21.916231700248684,22.075020908109657
2023-10-17,23.981381940492962,21.884601623219766
2023-10-18,23.971056117737877,22.15173527730179
2023-10-19,23.434057784969053,22.41801744065588
2023-10-20,24.942676655920565,22.628458222762877
2023-10-21,27.034557905425466,23.15377772899968
2023-10-22,29.355573342373983,23.897789749751205
2023-10-23,29.02138704288216,24.9479336353098
2023-10-24,31.736583271682292,25.962955827114577
2023-10-25,30.133994925651603,27.070841731570198
2023-10-26,32.405323087903845,27.951261561272158
2023-10-27,32.71431713179988,29.23287089026284
2023-10-28,31.765434430978374,30.34310524395989
2023-10-29,31.646807666480882,31.018944747610306
2023-10-30,32.81601052032671,31.34626393676843
2023-10-31,34.95699301421437,31.888353004974796
2023-11-01,38.48164730744764,32.348411539622234
2023-11-02,41.41420827516142,33.54093330845024
2023-11-03,40.146033594069166,34.82791690662989
2023-11-04,39.51759751315692,35.88959068695408
2023-11-05,42.247239673022534,36.99704255583673
2023-11-06,41.24303597170582,38.51138998534268
2023-11-07,42.093540748889566,39.71525076411113
2023-11-08,43.10992040160473,40.73475758335044
2023-11-09,43.24925747868605,41.39593945394431
2023-11-10,45.358054333499396,41.658089340162114
2023-11-11,56.672751743013606,42.402663731509286
2023-11-12,56.46969150990378,44.853400050060245
2023-11-13,55.96301542172404,46.88517888390042
2023-11-14,52.21016126845803,48.98803309104587
2023-11-15,56.84724399563444,50.43326459384137
2023-11-16,65.42118249740835,52.39573939298848
2023-11-17,57.85936549623421,55.563157252805944
2023-11-18,58.08749906248073,57.34905884748235
2023-11-19,58.43785104837524,57.551165607406226
2023-11-20,61.4682208972665,57.83233125575929
2023-11-21,56.387561224796215,58.61878918083679
2023-11-22,52.03847144243665,59.21556060317081
2023-11-23,57.63985489059395,58.52859309557113
2023-11-24,56.6256819382833,57.416974866026216
2023-11-25,56.87305815164875,57.24073435774751
2023-11-26,58.81319665255164,57.06724279905723
2023-11-27,57.65563041451083,57.120863599653866
2023-11-28,55.12228632634998,56.576207816403056
2023-11-29,58.21650838026634,56.395454259482165
2023-11-30,59.132384073791634,57.2780309648864
2023-12-01,59.17998717985522,57.491249419628936
2023-12-02,59.82358486245393,57.85615016842492
2023-12-03,63.54188841925499,58.27765398425422
2023-12-04,63.0169956421846,58.95318137949756
2023-12-05,61.55125929559973,59.71909069773667
2023-12-06,60.9025608945616,60.63751540762949
2023-12-07,62.23204453296526,61.02123719538595
2023-12-08,67.69386460535054,61.46404583241076
2023-12-09,74.84216401576747,62.68031403605295
2023-12-10,72.42222406518073,64.82582534366917
2023-12-11,74.42357981310117,66.09444472165856
2023-12-12,70.20241559474354,67.72395674607522
2023-12-13,68.52923871075102,68.95983621738148
2023-12-14,70.73839652886984,70.04936161969424
2023-12-15,75.65588800857071,71.26455476196632
2023-12-16,72.61814382762158,72.40198667671208
2023-12-17,73.3895965701486,72.08426950697695
2023-12-18,71.09304612532529,72.22246557911521
2023-12-19,74.34092711768113,71.74667505229009
2023-12-20,72.61144991141754,72.33789098413831
2023-12-21,82.09852590231738,72.92106401280495
2023-12-22,93.93807648899407,74.54393963758318
2023-12-23,98.07800224122698,77.15568084907223
2023-12-24,107.63981717421447,80.79280347958728
2023-12-25,112.44835843501905,85.68569213731097
2023-12-26,121.44659325631167,91.59359389583867
2023-12-27,112.32551605046484,98.32297477278588
2023-12-28,106.97705414292456,103.99641279264979
2023-12-29,102.25382476175545,107.55048825559366
2023-12-30,106.25256071597002,108.73845229455958
2023-12-31,101.98883539812843,109.90624636238
2024-01-01,101.33317837845607,109.09896325151055
2024-01-02,109.44408162860023,107.51108038628728
2024-01-03,106.66317351273963,105.79643586804279
2024-01-04,98.618625629318,104.98752979122492
2024-01-05,104.8407815170403,103.79346857499543
2024-01-06,99.79527781452578,104.16303382575039
2024-01-07,93.67595830573333,103.24056483982977
2024-01-08,88.92454619256625,102.0530109694876
2024-01-09,97.65874169169724,100.2803492286462
2024-01-10,98.7515137293353,98.59672923766007
2024-01-11,102.41348181114401,97.46649212574518
2024-01-12,99.98590880200555,98.00861443743462
2024-01-13,91.49974928746796,97.31506119242964
2024-01-14,95.63334726603965,96.12998568856425
2024-01-15,94.11863591050141,96.40961268289372
2024-01-16,94.39674016420685,97.1516254997416
2024-01-17,97.55676426862223,96.68562528152869
2024-01-18,101.50125957317499,96.5149467871411
2024-01-19,94.28013186654485,96.3846293245741
2024-01-20,93.32520105608964,95.569518333794
2024-01-21,92.58976400255906,95.8302971578828
2024-01-22,91.1623559089012,95.39549954881413
2024-01-23,83.43623260957541,94.97317383429981
2024-01-24,84.09771204633358,93.40738704078105
2024-01-25,88.97403797468365,91.48466529473983
2024-01-26,86.98335038241241,89.69506220924106
2024-01-27,92.36475145633213,88.652664854365
2024-01-28,94.07418620571138,88.51545776868535
2024-01-29,95.96656618849008,88.72751808342139
2024-01-30,101.41999625662424,89.4138338376484
2024-01-31,101.49112290376424,91.98294293008394
2024-02-01,96.93179951000184,94.46771590971687
2024-02-02,97.79003124090778,95.60453898619089
2024-02-03,100.46548063117393,97.14835053740453
2024-02-04,97.76713809513306,98.30559756238192
2024-02-05,95.47210966234701,98.83316211801359
2024-02-06,95.66801933804179,98.76252547142174
2024-02-07,96.91999534970711,97.9408144830528
2024-02-08,100.8620197849941,97.28779626104465
2024-02-09,102.90366855652807,97.84925630032926
2024-02-10,107.0340359221691,98.57977591684644
2024-02-11,108.9914614336289,99.51814095841719
2024-02-12,107.42381253614128,101.12161572105944
2024-02-13,112.03681818642013,102.82900184588719
2024-02-14,112.5991116485891,105.16740168136981
2024-02-15,116.97610655690055,107.40727543835294
2024-02-16,113.5993942511846,109.70928783433958
2024-02-17,110.50155056850862,111.23724864786196
2024-02-18,108.92851023151393,111.7326078830533
2024-02-19,112.21541634982898,111.72361485417977
2024-02-20,111.27808859030418,112.40812968470654
2024-02-21,108.56412084328196,112.29973974240427
2024-02-22,105.34263381767492,111.72331248450327
2024-02-23,102.0417796526056,110.06138780747104
2024-02-24,100.09194937035414,108.41030000767401
2024-02-25,104.18872590266118,106.92321412222338
2024-02-26,103.4386239643384,106.24610207524441
2024-02-27,109.84509740259054,104.99227459160291
2024-02-28,108.17696263039223,104.78756156478669
2024-02-29,117.43028413751361,104.73225324865957
2024-03-01,125.6818167628113,106.45906043720795
2024-03-02,130.0470586239426,109.83620859580876
2024-03-03,129.8816532496919,114.11550991774996
2024-03-04,130.30611971907615,117.78592811018294
2024-03-05,133.32371555063142,121.62414178943119
2024-03-06,126.39112339694104,124.97823009629417
2024-03-07,130.66706419099268,127.58025306294398
2024-03-08,144.10503256536765,129.47122164201244
2024-03-09,145.19146101509426,132.1031096138062
2024-03-10,144.81714849291387,134.26659566968502
2024-03-11,144.25771555596154,136.40023784728814
2024-03-12,148.79327935268395,138.39332296684321
2024-03-13,150.72986927133826,140.6032606528507
2024-03-14,163.62579653208232,144.08022434919317
2024-03-15,176.2229997396476,148.78861468363453
2024-03-16,183.9242834890865,153.37689570853172
2024-03-17,180.80173842188316,158.91015606195916
2024-03-18,202.51891185720268,164.0508117660976
2024-03-19,196.34529342439117,172.37383980913208
2024-03-20,169.59755629640884,179.1669846765188
2024-03-21,191.44187811368815,181.86236853724319
2024-03-22,179.5544644084378,185.83609447747259
2024-03-23,173.45563634427955,186.31201800158547
2024-03-24,173.4537726410555,184.81649698089876
2024-03-25,184.02186416380982,183.7667875836377
2024-03-26,188.99685465903278,181.12435219886729
2024-03-27,191.23614507446956,180.0745752323875
2024-03-28,186.13894375748401,183.16580220068187
2024-03-29,189.5749906128262,182.40824014979557
2024-03-30,192.02726585672397,183.83974389327963
2024-03-31,194.48104356471714,186.49283382362884
2024-04-01,202.81432536234064,189.49672966986623
2024-04-02,192.7252498952993,192.18136698394204
2024-04-03,181.44094341124986,192.71399487483725
2024-04-04,185.51116280992997,191.31468035152014
2024-04-05,183.82146316534414,191.22499735901243
2024-04-06,175.16816341233152,190.403064866515
2024-04-07,178.95970355653492,187.9946216601732
2024-04-08,179.58218749799138,185.77728737329008
2024-04-09,180.64287344561157,182.45841053552587
2024-04-10,172.5466374234224,180.73235675699905
2024-04-11,173.12196064411097,179.46174161588084
2024-04-12,172.69615902223114,177.69185559219244
2024-04-13,153.7682811535538,176.10252642889054
2024-04-14,140.18115063206616,173.0454003919223
2024-04-15,151.54672238984352,167.5056071169982
2024-04-16,138.41384909362205,163.50054067297705
2024-04-17,136.41604917198546,157.46782290840716
2024-04-18,132.5311508262506,152.306310301059
2024-04-19,142.1317166813474,146.5076231842218
2024-04-20,143.2449662842533,142.1412742783813
2024-04-21,150.5170929398806,140.63794358276692
2024-04-22,148.74146308419816,142.11450676959757
2024-04-23,156.9921721394195,141.71375544021967
2024-04-24,154.69385774418163,144.3678015896193
2024-04-25,147.74509318899663,146.97891709993306
2024-04-26,144.98792922284767,149.15233743746816
2024-04-27,139.2590067356682,149.56036780053964
2024-04-28,141.58180881704862,148.99094500788462
2024-04-29,137.71788471179437,147.71447584748006
2024-04-30,137.6714796361837,146.13967893713667
2024-05-01,127.0390830996602,143.37958000810298
2024-05-02,134.753621251331,139.4288979160285
2024-05-03,137.9156486710101,137.5729733535048
2024-05-04,143.5498729974885,136.56264756038516
2024-05-05,146.11104319236458,137.1756284549309
2024-05-06,145.68571274466362,137.8226619371189
2024-05-07,152.65486339652605,138.96092308467166
2024-05-08,148.18697723966497,141.10140647900627
2024-05-09,142.5160197700434,144.12253421329268
2024-05-10,152.72554705807713,145.23144828739447
2024-05-11,146.3104978769931,147.3471480569755
2024-05-12,145.3083544018294,147.74152303976183
2024-05-13,143.58731571295039,147.62685321254253
2024-05-14,147.14466221396205,147.3270822080121
2024-05-15,142.0844864886782,146.53991061050291
2024-05-16,158.01312798977025,145.6681262175048
2024-05-17,159.14533854574205,147.88199882032293
2024-05-18,169.49970700636922,148.79911188998935
2024-05-19,172.45083937260318,152.11185605132877
2024-05-20,170.0673475386705,155.98935390429648
2024-05-21,186.3249227218175,159.77221559368508
2024-05-22,178.1744919321701,165.36939566623587
2024-05-23,176.86884758403767,170.52511072959186
2024-05-24,176.0640591935767,173.21878495734433
2024-05-25,167.76687801061138,175.63574504989214
2024-05-26,168.3697915144665,175.38819805049818
2024-05-27,163.35859974681,174.80519121362144
2024-05-28,169.81442537506513,173.84679867192713
2024-05-29,168.75055773108363,171.48815619381963
2024-05-30,168.13546936257387,170.1418798793787
2024-05-31,167.014473333231,168.89425441916958
2024-06-01,165.91353028162595,167.60145643912023
2024-06-02,165.9632350083908,167.33669247783658
2024-06-03,163.11854094832748,166.99289869125434
2024-06-04,164.81254949676975,166.9586045771854
2024-06-05,171.7281286123733,166.24405088028607
2024-06-06,173.45943665381256,166.66941814904175
